,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,0.0,0.03125,0.0104166666666666,0.0104166666666666,0.0208333333333333,0.03125
1,0.0,0.0,0.0,0.0104166666666666,0.0104166666666666,0.0416666666666666
2,0.0,0.0,0.0677083333333333,0.0208333333333333,0.0260416666666666,0.1354166666666666
3,0.0,0.0,0.0,0.0,0.0,0.0260416666666666
4,0.0,0.0,0.0052083333333333,0.0,0.0,0.0104166666666666
5,0.0,0.0052083333333333,0.0052083333333333,0.0260416666666666,0.0416666666666666,0.1041666666666666
6,0.0,0.0,0.0,0.0,0.0625,0.0208333333333333
7,0.0,0.0,0.0052083333333333,0.0052083333333333,0.0104166666666666,0.109375
8,0.0,0.0104166666666666,0.046875,0.0,0.0260416666666666,0.2083333333333333
9,0.0,0.0,0.0,0.0,0.0,0.0052083333333333
10,0.0,0.0,0.0,0.0208333333333333,0.03125,0.125
11,0.0,0.0,0.0,0.0,0.0208333333333333,0.1354166666666666
12,0.0,0.0,0.0,0.015625,0.0416666666666666,0.0416666666666666
13,0.0,0.0208333333333333,0.0729166666666666,0.1770833333333333,0.1458333333333333,0.28125
14,0.0,0.0,0.0104166666666666,0.0104166666666666,0.0052083333333333,0.078125
15,0.0,0.0052083333333333,0.0,0.0,0.0416666666666666,0.0208333333333333
16,0.0052083333333333,0.0,0.0,0.0208333333333333,0.0208333333333333,0.1302083333333333
17,0.0052083333333333,0.0,0.0,0.125,0.0625,0.09375
18,0.0,0.0,0.0052083333333333,0.0,0.015625,0.0208333333333333
19,0.0,0.0104166666666666,0.0208333333333333,0.0364583333333333,0.015625,0.041666666666666664
